Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net2, net2-10-10, 16, 13, 10, 3, 0, 77, 19, 2, 35
net2, net2-10-10, 17, 9, 6, 3, 0, 71, 17, 5, 32
net2, net2-10-10, 18, 1, 1, 0, 0, 73, 14, 1, 30
net2, net2-10-10, 19, 11, 9, 2, 0, 62, 13, 1, 25
net2, net2-10-10, 20, 10, 9, 1, 0, 54, 12, 1, 23
net2, net2-10-10, 21, 8, 6, 2, 0, 47, 11, 5, 20
net2, net2-10-10, 22, 6, 6, 0, 0, 43, 9, 1, 19
net2, net2-10-10, 23, 3, 3, 0, 0, 40, 8, 1, 18
net2, net2-10-10, 24, 11, 9, 2, 0, 29, 7, 4, 16
net2, net2-10-10, 25, 12, 11, 1, 0, 19, 5, 2, 10
net2, net2-10-10, 26, 2, 2, 0, 0, 18, 4, 1, 8
net2, net2-10-10, 27, 7, 7, 0, 0, 11, 3, 4, 3
net2, net2-10-10, 28, 9, 9, 0, 0, 2, 2, 2, 1
net2, net2-10-10, 29, 2, 2, 0, 0, 0, 1, 2, 0

net2, net2-10-60, 1, 1000, 879, 121, 0, 0, -1, -1, -1
net2, net2-10-60, 2, 8, 8, 0, 0, 113, 76, 1, 144
net2, net2-10-60, 3, 8, 8, 0, 0, 105, 75, 1, 143
net2, net2-10-60, 4, 1, 0, 1, 0, 104, 74, 27, 116
net2, net2-10-60, 5, 1, 0, 1, 0, 104, 49, 29, 77
net2, net2-10-60, 6, 1, 0, 1, 0, 104, 29, 18, 50
net2, net2-10-60, 7, 6, 1, 5, 0, 99, 15, 9, 29
net2, net2-10-60, 8, 21, 17, 4, 0, 83, 9, 1, 23
net2, net2-10-60, 9, 6, 6, 0, 0, 81, 8, 9, 21
net2, net2-10-60, 10, 5, 5, 0, 0, 76, 7, 2, 19
net2, net2-10-60, 11, 13, 12, 1, 0, 63, 6, 3, 14
net2, net2-10-60, 12, 11, 9, 2, 0, 53, 5, 2, 12
net2, net2-10-60, 13, 20, 20, 0, 0, 35, 4, 4, 9
net2, net2-10-60, 14, 35, 35, 0, 0, 0, 2, 4, 0

net2, net2-60-10, 1, 1000, 407, 593, 0, 0, -1, -1, -1
net2, net2-60-10, 2, 6, 6, 0, 0, 587, 76, 1, 144
net2, net2-60-10, 3, 4, 4, 0, 0, 583, 75, 1, 143
net2, net2-60-10, 4, 2, 2, 0, 0, 581, 74, 2, 141
net2, net2-60-10, 5, 1, 1, 0, 0, 580, 72, 2, 138
net2, net2-60-10, 6, 5, 2, 3, 0, 575, 71, 8, 129
net2, net2-60-10, 7, 1, 0, 1, 0, 577, 65, 6, 123
net2, net2-60-10, 8, 2, 0, 2, 0, 576, 60, 6, 115
net2, net2-60-10, 9, 7, 3, 4, 0, 571, 56, 3, 111
net2, net2-60-10, 10, 5, 1, 4, 0, 570, 54, 1, 109
net2, net2-60-10, 11, 3, 2, 1, 0, 571, 53, 1, 108
net2, net2-60-10, 12, 12, 4, 8, 0, 560, 52, 14, 95
net2, net2-60-10, 13, 10, 7, 3, 0, 558, 42, 2, 87
net2, net2-60-10, 14, 11, 6, 5, 0, 550, 41, 7, 79
net2, net2-60-10, 15, 9, 6, 3, 0, 546, 35, 2, 73
net2, net2-60-10, 16, 13, 11, 2, 0, 536, 33, 2, 70
net2, net2-60-10, 17, 2, 2, 0, 0, 536, 31, 1, 69
net2, net2-60-10, 18, 3, 1, 2, 0, 533, 30, 2, 68
net2, net2-60-10, 19, 7, 5, 2, 0, 528, 29, 1, 67
net2, net2-60-10, 20, 14, 12, 2, 0, 516, 28, 2, 62
net2, net2-60-10, 21, 22, 18, 4, 0, 496, 26, 1, 57
net2, net2-60-10, 22, 12, 10, 2, 0, 488, 25, 1, 55
net2, net2-60-10, 23, 10, 9, 1, 0, 480, 24, 2, 53
net2, net2-60-10, 24, 14, 11, 3, 0, 467, 22, 1, 51
net2, net2-60-10, 25, 24, 15, 9, 0, 446, 21, 1, 49
net2, net2-60-10, 26, 15, 10, 5, 0, 440, 20, 1, 48
net2, net2-60-10, 27, 10, 9, 1, 0, 435, 19, 1, 47
net2, net2-60-10, 28, 20, 18, 2, 0, 416, 18, 1, 46
net2, net2-60-10, 29, 9, 9, 0, 0, 409, 18, 2, 44
net2, net2-60-10, 30, 17, 17, 0, 0, 392, 17, 1, 41
net2, net2-60-10, 31, 6, 6, 0, 0, 386, 17, 1, 40
net2, net2-60-10, 32, 57, 50, 7, 0, 329, 16, 2, 38
net2, net2-60-10, 33, 13, 8, 5, 0, 323, 15, 1, 37
net2, net2-60-10, 34, 8, 8, 0, 0, 320, 14, 2, 35
net2, net2-60-10, 35, 41, 41, 0, 0, 279, 13, 3, 32
net2, net2-60-10, 36, 7, 2, 5, 0, 272, 11, 3, 30
net2, net2-60-10, 37, 30, 30, 0, 0, 247, 9, 1, 26
net2, net2-60-10, 38, 36, 36, 0, 0, 211, 8, 2, 24
net2, net2-60-10, 39, 36, 36, 0, 0, 175, 7, 1, 20
net2, net2-60-10, 40, 32, 31, 1, 0, 143, 6, 2, 15
net2, net2-60-10, 41, 45, 45, 0, 0, 99, 5, 5, 13
net2, net2-60-10, 42, 26, 23, 3, 0, 73, 4, 4, 10
net2, net2-60-10, 43, 17, 17, 0, 0, 59, 3, 1, 7
net2, net2-60-10, 44, 59, 59, 0, 0, 0, 2, 2, 0

net2, net2-60-60, 1, 1000, 383, 617, 0, 0, -1, -1, -1
net2, net2-60-60, 2, 9, 9, 0, 0, 608, 76, 2, 143
net2, net2-60-60, 3, 1, 0, 1, 0, 607, 74, 42, 101
net2, net2-60-60, 4, 1, 0, 1, 0, 607, 40, 15, 70
net2, net2-60-60, 5, 3, 0, 3, 0, 605, 27, 28, 34
net2, net2-60-60, 6, 55, 17, 38, 0, 553, 10, 4, 19
net2, net2-60-60, 7, 76, 63, 13, 0, 515, 9, 1, 18
net2, net2-60-60, 8, 21, 13, 8, 0, 507, 8, 1, 17
net2, net2-60-60, 9, 55, 43, 12, 0, 460, 7, 2, 15
net2, net2-60-60, 10, 47, 36, 11, 0, 425, 6, 1, 13
net2, net2-60-60, 11, 59, 56, 3, 0, 377, 6, 2, 11
net2, net2-60-60, 12, 36, 34, 2, 0, 344, 5, 1, 10
net2, net2-60-60, 13, 99, 97, 2, 0, 247, 4, 2, 7

net3, net3-10-10, 1, 1000, 880, 120, 0, 0, -1, -1, -1
net3, net3-10-10, 2, 10, 10, 0, 0, 110, 74, 1, 143
net3, net3-10-10, 3, 9, 9, 0, 0, 101, 73, 1, 142
net3, net3-10-10, 4, 1, 0, 1, 0, 100, 72, 9, 133
net3, net3-10-10, 5, 2, 1, 1, 0, 99, 63, 4, 123
net3, net3-10-10, 6, 1, 1, 0, 0, 99, 60, 5, 116
net3, net3-10-10, 7, 4, 3, 1, 0, 95, 55, 9, 105
