Model, Log, Iteration, NofTraceToAlign, NofAlignmentValid, NofAlignmentOpen, NofAlignmentRejected, NofLeftOutTraces, NofSubnets, NofRecomposeActivities, NofBorderActivities
net5, net5-10-60, 9, 56, 0, 56, 0, 944, 62, 1, 124
net5, net5-10-60, 10, 62, 0, 62, 0, 938, 61, 1, 122
net5, net5-10-60, 11, 57, 0, 57, 0, 943, 60, 1, 119
net5, net5-10-60, 12, 64, 21, 43, 0, 936, 59, 1, 118
net5, net5-10-60, 13, 50, 0, 50, 0, 950, 58, 1, 117
net5, net5-10-60, 14, 48, 0, 48, 0, 952, 57, 1, 115
net5, net5-10-60, 15, 43, 0, 43, 0, 957, 56, 1, 114
net5, net5-10-60, 16, 46, 0, 46, 0, 954, 55, 1, 113
net5, net5-10-60, 17, 51, 0, 51, 0, 949, 54, 1, 111
net5, net5-10-60, 18, 48, 0, 48, 0, 952, 53, 1, 110
net5, net5-10-60, 19, 50, 0, 50, 0, 950, 52, 1, 109
net5, net5-10-60, 20, 58, 0, 58, 0, 942, 51, 1, 107
net5, net5-10-60, 21, 39, 0, 39, 0, 961, 50, 1, 106
net5, net5-10-60, 22, 46, 0, 46, 0, 954, 49, 1, 105
net5, net5-10-60, 23, 43, 0, 43, 0, 957, 48, 1, 104
net5, net5-10-60, 24, 46, 0, 46, 0, 954, 47, 1, 103
net5, net5-10-60, 25, 52, 0, 52, 0, 948, 46, 1, 102
net5, net5-10-60, 26, 43, 0, 43, 0, 957, 45, 1, 101
net5, net5-10-60, 27, 56, 0, 56, 0, 944, 44, 1, 100
net5, net5-10-60, 28, 39, 0, 39, 0, 961, 43, 1, 98
net5, net5-10-60, 29, 34, 0, 34, 0, 966, 42, 1, 97
net5, net5-10-60, 30, 41, 0, 41, 0, 959, 41, 1, 96
net5, net5-10-60, 31, 33, 0, 33, 0, 967, 40, 1, 95
net5, net5-10-60, 32, 37, 0, 37, 0, 963, 39, 1, 94
net5, net5-10-60, 33, 70, 0, 70, 0, 930, 37, 2, 89
net5, net5-10-60, 34, 57, 0, 57, 0, 943, 35, 2, 85
net5, net5-10-60, 35, 48, 0, 48, 0, 952, 34, 1, 83
net5, net5-10-60, 36, 51, 0, 51, 0, 949, 33, 1, 81
net5, net5-10-60, 37, 61, 0, 61, 0, 939, 31, 2, 77
net5, net5-10-60, 38, 55, 1, 54, 0, 945, 30, 1, 76
net5, net5-10-60, 39, 32, 0, 32, 0, 968, 29, 1, 70
net5, net5-10-60, 40, 42, 0, 42, 0, 958, 28, 1, 67
net5, net5-10-60, 41, 49, 1, 48, 0, 951, 26, 2, 60
net5, net5-10-60, 42, 33, 0, 33, 0, 967, 25, 1, 59
net5, net5-10-60, 43, 61, 3, 58, 0, 939, 23, 2, 55
net5, net5-10-60, 44, 24, 2, 22, 0, 976, 22, 1, 52
net5, net5-10-60, 45, 23, 0, 23, 0, 977, 21, 1, 51
net5, net5-10-60, 46, 22, 1, 21, 0, 978, 20, 1, 49
net5, net5-10-60, 47, 22, 0, 22, 0, 978, 19, 1, 48
net5, net5-10-60, 48, 22, 1, 21, 0, 978, 18, 1, 46
net5, net5-10-60, 49, 30, 1, 29, 0, 970, 17, 1, 45
net5, net5-10-60, 50, 25, 0, 25, 0, 975, 16, 1, 44
net5, net5-10-60, 51, 27, 2, 25, 0, 973, 15, 1, 43
net5, net5-10-60, 52, 30, 2, 28, 0, 970, 14, 1, 39

net5, net5-60-10, 1, 1000, 409, 591, 0, 0, -1, -1, -1
net5, net5-60-10, 2, 119, 1, 118, 0, 881, 71, 1, 137
net5, net5-60-10, 3, 162, 2, 160, 0, 838, 68, 1, 135
net5, net5-60-10, 4, 160, 1, 159, 0, 840, 67, 1, 133
net5, net5-60-10, 5, 106, 1, 105, 0, 894, 66, 1, 130
net5, net5-60-10, 6, 71, 0, 71, 0, 929, 65, 1, 129
net5, net5-60-10, 7, 98, 1, 97, 0, 902, 64, 1, 128
net5, net5-60-10, 8, 81, 0, 81, 0, 919, 63, 1, 126
net5, net5-60-10, 9, 70, 3, 67, 0, 930, 62, 1, 125
net5, net5-60-10, 10, 65, 1, 64, 0, 935, 61, 1, 124
net5, net5-60-10, 11, 124, 3, 121, 0, 876, 59, 2, 122
net5, net5-60-10, 12, 88, 0, 88, 0, 912, 58, 1, 121
net5, net5-60-10, 13, 75, 2, 73, 0, 925, 57, 1, 119
net5, net5-60-10, 14, 68, 0, 68, 0, 932, 56, 1, 118
net5, net5-60-10, 15, 60, 1, 59, 0, 940, 55, 1, 117
net5, net5-60-10, 16, 97, 5, 92, 0, 903, 54, 1, 114
net5, net5-60-10, 17, 94, 6, 88, 0, 906, 53, 1, 113
net5, net5-60-10, 18, 84, 5, 79, 0, 916, 52, 1, 111
net5, net5-60-10, 19, 75, 0, 75, 0, 925, 51, 1, 109
net5, net5-60-10, 20, 78, 2, 76, 0, 922, 50, 1, 108
net5, net5-60-10, 21, 81, 1, 80, 0, 919, 49, 1, 107
net5, net5-60-10, 22, 60, 0, 60, 0, 940, 48, 1, 106
net5, net5-60-10, 23, 85, 7, 78, 0, 915, 47, 1, 102
net5, net5-60-10, 24, 59, 1, 58, 0, 941, 46, 1, 101
net5, net5-60-10, 25, 50, 2, 48, 0, 950, 45, 1, 100
net5, net5-60-10, 26, 53, 1, 52, 0, 947, 44, 1, 99
net5, net5-60-10, 27, 93, 7, 86, 0, 907, 42, 2, 96
net5, net5-60-10, 28, 65, 4, 61, 0, 935, 41, 1, 95
net5, net5-60-10, 29, 76, 5, 71, 0, 924, 40, 1, 92
net5, net5-60-10, 30, 57, 2, 55, 0, 943, 39, 1, 89
net5, net5-60-10, 31, 61, 1, 60, 0, 939, 38, 1, 87
net5, net5-60-10, 32, 52, 9, 43, 0, 948, 37, 1, 86
net5, net5-60-10, 33, 101, 15, 86, 0, 899, 35, 2, 83
net5, net5-60-10, 34, 45, 4, 41, 0, 955, 34, 1, 80
net5, net5-60-10, 35, 57, 5, 52, 0, 943, 33, 1, 79
net5, net5-60-10, 36, 59, 5, 54, 0, 941, 32, 1, 78
net5, net5-60-10, 37, 49, 6, 43, 0, 951, 31, 1, 76
net5, net5-60-10, 38, 85, 12, 73, 0, 915, 29, 2, 71
net5, net5-60-10, 39, 47, 11, 36, 0, 953, 28, 1, 70
net5, net5-60-10, 40, 52, 18, 34, 0, 948, 27, 1, 68
net5, net5-60-10, 41, 54, 8, 46, 0, 946, 26, 1, 67
net5, net5-60-10, 42, 54, 11, 43, 0, 946, 25, 1, 65
net5, net5-60-10, 43, 54, 15, 39, 0, 946, 24, 1, 61
net5, net5-60-10, 44, 32, 12, 20, 0, 968, 23, 1, 59
net5, net5-60-10, 45, 41, 24, 17, 0, 959, 22, 1, 57
net5, net5-60-10, 46, 74, 20, 54, 0, 926, 20, 2, 54
net5, net5-60-10, 47, 47, 8, 39, 0, 953, 19, 1, 53
net5, net5-60-10, 48, 53, 11, 42, 0, 947, 18, 1, 52
net5, net5-60-10, 49, 51, 23, 28, 0, 949, 17, 1, 48
net5, net5-60-10, 50, 33, 9, 24, 0, 967, 16, 1, 47
net5, net5-60-10, 51, 28, 19, 9, 0, 972, 15, 1, 42
net5, net5-60-10, 52, 26, 15, 11, 0, 974, 14, 1, 40
net5, net5-60-10, 53, 32, 22, 10, 0, 968, 13, 1, 37

net5, net5-60-60, 1, 1000, 377, 623, 0, 0, -1, -1, -1
net5, net5-60-60, 2, 365, 0, 365, 0, 635, 71, 1, 137
net5, net5-60-60, 3, 399, 0, 399, 0, 601, 68, 1, 135
net5, net5-60-60, 4, 310, 0, 310, 0, 690, 67, 1, 132
net5, net5-60-60, 5, 275, 0, 275, 0, 725, 66, 1, 131
net5, net5-60-60, 6, 279, 0, 279, 0, 721, 65, 1, 130
net5, net5-60-60, 7, 334, 0, 334, 0, 666, 64, 1, 129
net5, net5-60-60, 8, 366, 0, 366, 0, 634, 63, 1, 126
net5, net5-60-60, 9, 267, 0, 267, 0, 733, 62, 1, 125
net5, net5-60-60, 10, 241, 0, 241, 0, 759, 61, 1, 124
net5, net5-60-60, 11, 483, 5, 478, 0, 517, 59, 2, 121
net5, net5-60-60, 12, 295, 0, 295, 0, 705, 58, 1, 120
net5, net5-60-60, 13, 283, 0, 283, 0, 717, 57, 1, 118
net5, net5-60-60, 14, 223, 0, 223, 0, 777, 56, 1, 114
net5, net5-60-60, 15, 306, 0, 306, 0, 694, 55, 1, 113
net5, net5-60-60, 16, 308, 0, 308, 0, 692, 54, 1, 112
net5, net5-60-60, 17, 205, 0, 205, 0, 795, 53, 1, 111
net5, net5-60-60, 18, 300, 0, 300, 0, 700, 52, 1, 110
net5, net5-60-60, 19, 271, 0, 271, 0, 729, 51, 1, 108
net5, net5-60-60, 20, 291, 0, 291, 0, 709, 50, 1, 107
net5, net5-60-60, 21, 239, 0, 239, 0, 761, 49, 1, 105
net5, net5-60-60, 22, 353, 0, 353, 0, 647, 48, 1, 102
net5, net5-60-60, 23, 212, 0, 212, 0, 788, 47, 1, 99
net5, net5-60-60, 24, 447, 0, 447, 0, 553, 45, 2, 95
net5, net5-60-60, 25, 293, 0, 293, 0, 707, 44, 1, 94
